node,graph_name,node_type,place_id,label,category,rating,total_user_ratings,formatted_address,taluk,micro_region
place::ChIJCW90tIC5BjsRvx0oTnleNA4,place_network,place,ChIJCW90tIC5BjsRvx0oTnleNA4,Thiruvengadam taluk office,shopping_mall,3.3,53,"7M6F+RQ6, Thiruvengadam, Tamil Nadu 627719, India",Sankarankovil,Sankarankovil
place::ChIJxQpqzU5_BjsRqcYtZsnj2bA,place_network,place,ChIJxQpqzU5_BjsRqcYtZsnj2bA,Bhagavathipuram water falls,tourist_attraction,4.5,48,"25GG+FR, Puliyarai R.F. Part, Tamil Nadu 627813, India",Tenkasi,Tenkasi
place::ChIJr72NwE6DBjsRvST4d7NaI3s,place_network,place,ChIJr72NwE6DBjsRvST4d7NaI3s,Tenkasi Municipal Park,park,3.9,48,"X8F4+RG8, Tenkasi Housing Board, Tenkasi, Tamil Nadu 627811, India",Tenkasi,Tenkasi
place::ChIJ55TLRMQpBDsR2NtNHVFpAbA,place_network,place,ChIJ55TLRMQpBDsR2NtNHVFpAbA,Ambi Paara,tourist_attraction,4.0,47,"X85Q+7R5, Unnamed Road, Tenkasi, Tamil Nadu 627814, India",Tenkasi,Tenkasi
place::ChIJX6BjwiEnBDsRJ_cID8CZrMc,place_network,place,ChIJX6BjwiEnBDsRJ_cID8CZrMc,Veerakeralampudur,hindu_temple,4.0,47,"WCMX+R6M, Tirunelveli, Veerakeralampudur, Tamil Nadu 627861, India",Veerakeralampudur,Veerakeralampudur
place::ChIJD43vCQCHBjsRweVMYff8XNw,place_network,place,ChIJD43vCQCHBjsRweVMYff8XNw,Dam View Point,tourist_attraction,4.3,45,"36CJ+QQ4, MDR924, Mekkarai, Puliyarai R.F. Part, Tamil Nadu 627807, India",Shenkottai,Shenkottai
place::ChIJy2EmcOYpBDsReZOrnAi6nak,place_network,place,ChIJy2EmcOYpBDsReZOrnAi6nak,Tenkasi Lake,lake,3.9,42,"Tenkasi Lake, Tenkasi, Tamil Nadu 627811",Tenkasi,Tenkasi
place::ChIJ_TQF9R4VBDsRrCuTbflWOow,place_network,place,ChIJ_TQF9R4VBDsRrCuTbflWOow,Cheranmahadevi thamirabarani river bathing point,tourist_attraction,4.5,41,"PH27+3X4, Cheranmahadevi, Tamil Nadu 627010, India",Tenkasi,Tenkasi
place::ChIJs5yD-vMjBDsRqDUAR4-_uAk,place_network,place,ChIJs5yD-vMjBDsRqDUAR4-_uAk,Ramar Temple Arch,hindu_temple,4.3,41,"VFCG+JJC, SH 39, Alangulam, Kaluneerkulam, Tamil Nadu 627851, India",Alangulam,Alangulam
place::ChIJl0XA89yNBjsRqIaoj43e2y0,place_network,place,ChIJl0XA89yNBjsRqIaoj43e2y0,"Thalayanai thirutha parai falls, தலையணை திருத்தப்பாறை அருவி",tourist_attraction,4.7,40,"78WG+XF, Sivagiri R.F., Tamil Nadu 627760, India",Sivagiri,Sivagiri
place::ChIJgUzFlGGHBjsRhNQqli9BmKo,place_network,place,ChIJgUzFlGGHBjsRhNQqli9BmKo,Mekkarai paddy field View Point,tourist_attraction,4.6,40,"366H+QG2, Mekkarai Dam Rd, Achampudur, Tamil Nadu 627807, India",Shenkottai,Shenkottai
place::ChIJdxLncnIpBDsRVTR-LGvw5IE,place_network,place,ChIJdxLncnIpBDsRVTR-LGvw5IE,Courtallam Tenkasi Road Taj Mahal taxi parking,tourist_attraction,4.5,39,"W7VQ+8V8, SH 40, Taj Mahal park, Courtallam, Tamil Nadu 627802, India",Tenkasi,Tenkasi
place::ChIJdXZuOVN1BDsRo4MXhjggCPw,place_network,place,ChIJdXZuOVN1BDsRo4MXhjggCPw,Tamirabarani River dam falls,tourist_attraction,4.6,38,"435, Major District Road, near bus stop, Tirunelveli, Srivaikuntam, Tamil Nadu 628621, India",Tenkasi,Tenkasi
place::ChIJl59G2XAvBDsRItkS__oPRJw,place_network,place,ChIJl59G2XAvBDsRItkS__oPRJw,Yanai parai,tourist_attraction,4.1,34,"R9X7+2PW, Kilakadayam, Tamil Nadu 627415, India",Tenkasi,Tenkasi
place::ChIJnxEU5r8pBDsRUriXx2MH-XI,place_network,place,ChIJnxEU5r8pBDsRUriXx2MH-XI,Arulmigu ooikaattu sudalai swamy kovil,hindu_temple,4.7,33,"W8WF+93M, Tenkasi, Tamil Nadu 627811, India",Tenkasi,Tenkasi
place::ChIJjfO2v0cjBDsRsKc-LKoWRkQ,place_network,place,ChIJjfO2v0cjBDsRsKc-LKoWRkQ,Shri Sorimuthu Ayyanar Temple,hindu_temple,4.6,33,"VGF6+8P4, Tamil Nadu 627853, India",Tenkasi,Tenkasi
place::ChIJ681py5edBjsRbgFCDabz7qc,place_network,place,ChIJ681py5edBjsRbgFCDabz7qc,Sunfield sambavar vadakarai,tourist_attraction,4.5,31,"X9WR+PVH, Sambavarvadakarai, Tamil Nadu 627856, India",Tenkasi,Tenkasi
place::ChIJHbVehgk7BDsR90fxH8NyjdI,place_network,place,ChIJHbVehgk7BDsR90fxH8NyjdI,"Vagaikulam Bird Sanctuary - Tenkasi, Tamilnadu",point_of_interest,4.5,30,"Q9WH+8VP, Unnamed Road, Virasamudram, Tamil Nadu 627412, India",Tenkasi,Tenkasi
place::ChIJNd6V4hQpBDsRdin5ED4v_gk,place_network,place,ChIJNd6V4hQpBDsRdin5ED4v_gk,Falls,tourist_attraction,4.4,30,"X73R+7G5, Tamil Nadu 627818, India",Tenkasi,Tenkasi
place::ChIJa2HAxYaBBjsRLEYXjUoKnoo,place_network,place,ChIJa2HAxYaBBjsRLEYXjUoKnoo,PUDUR NEERTHEKAM,tourist_attraction,4.3,28,"2634+4GW, Tamil Nadu 627813, India",Tenkasi,Tenkasi
place::ChIJGbc6sSKdBjsRmvw5EigekSo,place_network,place,ChIJGbc6sSKdBjsRmvw5EigekSo,Surandai Sri Pathirakaliamman Temple,hindu_temple,4.9,27,"Pathirakali Amman Temple, Surandai, Tamil Nadu 627859, India",Veerakeralampudur,Veerakeralampudur
place::ChIJcfvrXkC5BjsRu3pY0p9dUgA,place_network,place,ChIJcfvrXkC5BjsRu3pY0p9dUgA,Thiruvengadanathar Temple,hindu_temple,4.6,27,"7M6F+VH2, Thiruvengadam, Tamil Nadu 627719, India",Sankarankovil,Sankarankovil
place::ChIJPYrLA3ydBjsR76Lqd0JtI1g,place_network,place,ChIJPYrLA3ydBjsR76Lqd0JtI1g,Sri poddal Madasamy Kovil Temple,hindu_temple,4.6,27,"XCH9+G54, Surandai, Tamil Nadu 627859, India",Veerakeralampudur,Veerakeralampudur
place::ChIJ-a4Fh485BDsReE8HkiZ5qBg,place_network,place,ChIJ-a4Fh485BDsReE8HkiZ5qBg,Manimuthar Dam Shutter,tourist_attraction,4.2,26,"Thamirabarani River Bridge, Unnamed Road, Tamil Nadu 627421, India",Tenkasi,Tenkasi
place::ChIJ1Wp9B0cjBDsRzwzPf4lYZYw,place_network,place,ChIJ1Wp9B0cjBDsRzwzPf4lYZYw,ISCA INDRA GARDEN,garden,4.7,25,"SH 39, Tamil Nadu 627853, India",Tenkasi,Tenkasi
place::ChIJIdet46mHBjsR3PbLSmjxSUM,place_network,place,ChIJIdet46mHBjsR3PbLSmjxSUM,Kadayanallur Stone River,national_park,4.6,24,"479P+C2H, Kadayanallur Upper Slopes, Tamil Nadu 627751, India",Kadayanallur,Kadayanallur
place::ChIJWRNsgJU3BDsRSULsvBpnuQs,place_network,place,ChIJWRNsgJU3BDsRSULsvBpnuQs,Thalaiyanai Bathing spot,tourist_attraction,4.5,24,"P959+95, Papanasam, Tamil Nadu 627425, India",Tenkasi,Tenkasi
place::ChIJQ96D1M8rBDsRqt6w84FGNmw,place_network,place,ChIJQ96D1M8rBDsRqt6w84FGNmw,Gundar Public Falls,tourist_attraction,4.3,24,"W6P5+X64, Kannupuli Mettu Rd, Puliyarai R.F. Part, Tamil Nadu 627809, India",Tenkasi,Tenkasi
place::ChIJiXq8FNyDBjsR9EQydtqPwPU,place_network,place,ChIJiXq8FNyDBjsR9EQydtqPwPU,Tenkasi - Kadayanallur Roundana,historical_landmark,4.8,21,"Ena Vilakku, Bus Stop, NH 744, Tamil Nadu 627804, India",Tenkasi,Tenkasi
place::ChIJI2hEcrL9BDsR5bM1IMY333I,place_network,place,ChIJI2hEcrL9BDsR5bM1IMY333I,Big Rock,hiking_area,4.7,21,"56RP+36X, Alanchi, Tamil Nadu 629251, India",Tenkasi,Tenkasi
place::ChIJ4Uo7n3mdBjsRqe7VZR4A1po,place_network,place,ChIJ4Uo7n3mdBjsRqe7VZR4A1po,ARULMIGU THIRUMALAIYANDAVAR KOVIL,hindu_temple,4.4,21,"XCJ9+GXQ, Sivagurunathapuram, Surandai, Tamil Nadu 627859, India",Veerakeralampudur,Veerakeralampudur
place::ChIJHfKoNpbtBjsRbySESoZ8Eqc,place_network,place,ChIJHfKoNpbtBjsRbySESoZ8Eqc,Rock view point,tourist_attraction,4.2,21,"9C3Q+3V6, NH 744, Viswanathapperi, Tamil Nadu 627757, India",Tenkasi,Tenkasi
place::ChIJUVFdlWidBjsR4jH_7xKQb4g,place_network,place,ChIJUVFdlWidBjsR4jH_7xKQb4g,ஸ்ரீ வெற்றி பத்திரகாளி அம்மன் கோவில் & ஸ்ரீ வெற்றிவேல் ஐயனார் கோவில்,hindu_temple,4.8,20,"XCM4+R7J, Surandai, Tamil Nadu 627859, India",Veerakeralampudur,Veerakeralampudur
place::ChIJSTeBrTmdBjsR7mRML4o9kNQ,place_network,place,ChIJSTeBrTmdBjsR7mRML4o9kNQ,Tr. Agastheeswarar Temple Cave,hindu_temple,4.4,20,"X9WR+JR3, Pavoorchatram - Surandai - Shencottai, Sambavarvadakarai, Tamil Nadu 627856, India",Veerakeralampudur,Veerakeralampudur
place::ChIJLadwo8YpBDsRT3xwA0_FTbw,place_network,place,ChIJLadwo8YpBDsRT3xwA0_FTbw,Kulasekaranathar Temple,hindu_temple,4.7,19,"X838+2HJ, Tenkasi, Tamil Nadu 627811, India",Tenkasi,Tenkasi
place::ChIJn6PVEciBBjsRUaH9qRKGb0A,place_network,place,ChIJn6PVEciBBjsRUaH9qRKGb0A,Ariharanathi falls,tourist_attraction,4.4,19,"X7FC+WW3, Kottakulam, Tamil Nadu 627805, India",Tenkasi,Tenkasi
place::ChIJebL0AYyHBjsRTxHUtm8V2z8,place_network,place,ChIJebL0AYyHBjsRTxHUtm8V2z8,Private Falls,tourist_attraction,4.3,19,"36F8+6Q5, Mekkarai, Tamil Nadu 627807, India",Shenkottai,Shenkottai
place::ChIJERqhq22FBjsRaJiYVNaOPj0,place_network,place,ChIJERqhq22FBjsRaJiYVNaOPj0,Kadayanallur Periya Aaru,tourist_attraction,4.1,19,"482C+RQF, Kadayanallur, Tamil Nadu 627751, India",Kadayanallur,Kadayanallur
place::ChIJcdBTWrKFBjsRfnEQkscgshs,place_network,place,ChIJcdBTWrKFBjsRfnEQkscgshs,கடையநல்லூர் கல்லாறு,tourist_attraction,4.3,16,"479Q+C72, Kadayanallur Upper Slopes, Tamil Nadu 627751, India",Kadayanallur,Kadayanallur
place::ChIJdz0NeZwpBDsRe-5ddjICWXg,place_network,place,ChIJdz0NeZwpBDsRe-5ddjICWXg,Funland natural falls no cost,park,4.5,15,"W7FW+XGF, Tamil Nadu 627814, India",Tenkasi,Tenkasi
place::ChIJW6hgB1-DBjsRtONaTppN-qM,place_network,place,ChIJW6hgB1-DBjsRtONaTppN-qM,achanputhurseemai,tourist_attraction,4.4,15,"27QX+59Q, MDR431, Achampudur, Tamil Nadu 627803, India",Tenkasi,Tenkasi
place::ChIJq6raASnWBTsRg6MRD__traA,place_network,place,ChIJq6raASnWBTsRg6MRD__traA,Thenmala Dam Entrance,tourist_attraction,4.2,15,"X358+323, SH 2, Thenmala, Kerala 691308, India",Tenkasi,Tenkasi
place::ChIJzToWHj8pBDsRNvVdi62xu1g,place_network,place,ChIJzToWHj8pBDsRNvVdi62xu1g,"Anniyan parai lake, puliyur",tourist_attraction,4.3,14,"X85Q+HH, Tenkasi, Tamil Nadu 627814, India",Tenkasi,Tenkasi
place::ChIJCTzZZiEnBDsRSCbKYYHWVvA,place_network,place,ChIJCTzZZiEnBDsRSCbKYYHWVvA,Arulmigu Uchinimahali Amman temple v k pudur,hindu_temple,4.3,13,"WFP2+5GX, Veerakeralampudur, Tamil Nadu 627861, India",Veerakeralampudur,Veerakeralampudur
place::ChIJWfsnAAArBDsRyb5q2KR_aoU,place_network,place,ChIJWfsnAAArBDsRyb5q2KR_aoU,Gundaru dam Boating,park,4.9,11,"Gundaru Dam, Puliyarai R.F. Part, Tamil Nadu 627809, India",Tenkasi,Tenkasi
place::ChIJ_RL3fwHtBjsRf-iL7es_CCw,place_network,place,ChIJ_RL3fwHtBjsRf-iL7es_CCw,தேவர் சிலை,park,4.6,11,"8CVJ+H9F, Sivagiri, Tamil Nadu 627757, India",Sivagiri,Sivagiri
place::ChIJ4_gKm7MrBDsRKsWWQp_WprM,place_network,place,ChIJ4_gKm7MrBDsRKsWWQp_WprM,TR FALLS,tourist_attraction,4.2,11,"W6H2+HG, Puliyarai R.F. Part, Tamil Nadu 627809, India",Tenkasi,Tenkasi
place::ChIJ9Ri3vj2dBjsRuUVf6SNP2fk,place_network,place,ChIJ9Ri3vj2dBjsRuUVf6SNP2fk,Tenkasi,hindu_temple,4.8,9,"293V+3V4, Kovilandanoor Rd, Sambavarvadakarai, Tamil Nadu 627856, India",Tenkasi,Tenkasi
place::ChIJLRKQ_zkpBDsR2Ss9Ye4itMg,place_network,place,ChIJLRKQ_zkpBDsR2Ss9Ye4itMg,Chittraru Check dam,tourist_attraction,4.4,9,"X82Q+4HV, Tamil Nadu 627814, India",Tenkasi,Tenkasi
place::ChIJ96R4jXudBjsRECgwFvGqk5Q,place_network,place,ChIJ96R4jXudBjsRECgwFvGqk5Q,Sri Mathalapandi Temple,hindu_temple,4.4,9,"XCH8+GQW, Pottalmadasamy Kovil St, Surandai, Tamil Nadu 627859, India",Veerakeralampudur,Veerakeralampudur
place::ChIJOUefPGkxBDsRLVNIHIf6eAw,place_network,place,ChIJOUefPGkxBDsRLVNIHIf6eAw,Mini silver falls,tourist_attraction,4.0,9,"Tenkasi, Mela Ambur, Tamil Nadu 627418, India",Tenkasi,Tenkasi
place::ChIJEz0dFwcpBDsRFzBAfksFjRQ,place_network,place,ChIJEz0dFwcpBDsRFzBAfksFjRQ,Prana Miyawaki 2.0 - Tenkasi,national_park,5.0,8,"X828+P2R, SH 39, Melapuliyur, Tenkasi, Tamil Nadu 627811, India",Tenkasi,Tenkasi
place::ChIJn2YR4tydBjsR76Ujn5xhak8,place_network,place,ChIJn2YR4tydBjsR76Ujn5xhak8,Sri Saptha Kanni Amman Kovil,hindu_temple,5.0,7,"XCF6+VH4, Surandai, Tamil Nadu 627859, India",Veerakeralampudur,Veerakeralampudur
place::ChIJp6hF5x4rBDsRl1Fk7DNCBUg,place_network,place,ChIJp6hF5x4rBDsRl1Fk7DNCBUg,View Point,tourist_attraction,4.9,7,"X659+C3C, Puliyarai R.F. Part, Tamil Nadu 627809, India",Tenkasi,Tenkasi
place::ChIJJ1pLSishBDsRmiEY-mLj60Y,place_network,place,ChIJJ1pLSishBDsRmiEY-mLj60Y,Sivalingapuram DAM,tourist_attraction,3.8,6,"WF9H+3Q3, Thuthikulam - Sivalingapuram, Alangulam, Tamil Nadu 627853, India",Alangulam,Alangulam
place::ChIJqSs_jz4rBDsRsP1P89QtBvA,place_network,place,ChIJqSs_jz4rBDsRsP1P89QtBvA,Mayiladumparai,nature_preserve,4.4,5,"X64G+3XW, Shenkottai, Tamil Nadu 627809, India",Shenkottai,Shenkottai
place::ChIJKat96ayHBjsRj2Bj6PVoPOQ,place_network,place,ChIJKat96ayHBjsRj2Bj6PVoPOQ,Mekkarai Diamond falls,tourist_attraction,4.0,5,"3657+G3Q, Mekkarai, Tamil Nadu 627807, India",Shenkottai,Shenkottai
place::ChIJ2aTh0oMrBDsRv4cmIKqt01A,place_network,place,ChIJ2aTh0oMrBDsRv4cmIKqt01A,Pazhathotta aruvi,water_park,4.8,4,"W6HP+8G, Courtallam Slopes R.F., Tamil Nadu 627802, India",Tenkasi,Tenkasi
place::ChIJX0tommqBBjsRdNtPn5ZGwbw,place_network,place,ChIJX0tommqBBjsRdNtPn5ZGwbw,Anna Nagar Park,park,4.8,4,"X6GR+8P6, Shenkottai, Tamil Nadu 627809, India",Shenkottai,Shenkottai
place::ChIJpYSiHEG5BjsR1ZNJlloOrvI,place_network,place,ChIJpYSiHEG5BjsR1ZNJlloOrvI,Padikasu Vinayagar Temple,hindu_temple,5.0,3,"7M6F+64P, Thiruvengadam, Tamil Nadu 627719, India",Sankarankovil,Sankarankovil
place::ChIJ59WpP4UpBDsR5oYgTYmyhno,place_network,place,ChIJ59WpP4UpBDsR5oYgTYmyhno,Temple,tourist_attraction,4.7,3,"X848+H39, Tenkasi, Tamil Nadu 627811, India",Tenkasi,Tenkasi
place::ChIJ36JWOwC5BjsRugbLvK0JrnA,place_network,place,ChIJ36JWOwC5BjsRugbLvK0JrnA,Iraichan water fall,tourist_attraction,4.7,3,"8P55+6M3, Kilanmarinadu, Tamil Nadu 626140, India",Tenkasi,Tenkasi
