user_name,place_id,place_name,rating,review_text,review_time
Abu Siddique,ChIJMQJVGvJDBDsRlDNht-TnmEc,Thenga urili falls,3,"The falls are good and scenic. You need to trek around 1.5 km to reach the main spot, although two-wheelers can be taken close to the falls

However, it is not very suitable for families as the area is quite isolated. There is a lot of plastic waste around, and the location does not feel very safe.

It may be more suitable for a group of boys or adventure seekers rather than families.",2 months ago
Dinesh,ChIJMQJVGvJDBDsRlDNht-TnmEc,Thenga urili falls,5,"The place was a gem, but the route is quite hard for 4 wheeler travelling, better prefer 2 wheelers.",a year ago
Balaraman Ramachandran,ChIJMQJVGvJDBDsRlDNht-TnmEc,Thenga urili falls,5,"Thengai Uruli falls. around 10 km from Kalakkadu.  Deep inside; beautiful  location. No crowd. If u want to enjoy the water falls,  without much rush, this is one of the right place. It's river cum falls. I enjoyed this place as a private falls. Great !",3 years ago
Sha Nawas,ChIJMQJVGvJDBDsRlDNht-TnmEc,Thenga urili falls,4,"Such a beautiful place, very cold and pure water. Falls located exactly on Vadakku pachai aaru Dam... We can go by bike and car..",2 years ago
Lambert Rizario,ChIJMQJVGvJDBDsRlDNht-TnmEc,Thenga urili falls,4,"Simple place, not a literal waterfall but a stream that flows into forest and amazing place to chill for 3 to 5 hours
No shops or any facilities in case of urgency",2 years ago
Nathan P,ChIJs9Dr4fU5BDsRqbyRIkbSoBk,Amma Park,3,"It is located in Agastiyarpatti near board stop.
It has children play area, park, shuttle play ground, gym, toilet.

But maintanence has to be improved, some damages in children play items, exercise items, toilet is not working, gym is closed mostly.",3 years ago
Rajesh Kanna,ChIJs9Dr4fU5BDsRqbyRIkbSoBk,Amma Park,3,Neet and clean park. Children enjoy at evening time,9 months ago
Prabaharan P,ChIJs9Dr4fU5BDsRqbyRIkbSoBk,Amma Park,5,"Well a nice place to spend time with your children. very nice to visit in the evening, it lacks maintenance, there is no water, washroom are closed.",4 years ago
jenil karthick,ChIJs9Dr4fU5BDsRqbyRIkbSoBk,Amma Park,3,"Very cleanly maintained with plants.
Very useful for the local community.
A badminton court is available as well.
A Gym
8-walk path.
Few equipments in the Gym is broken.
Would recommend to plant more native variety plants rather than ornamental plants.",6 years ago
ANANTHA PERUMAL,ChIJs9Dr4fU5BDsRqbyRIkbSoBk,Amma Park,5,Well maintained. Good For walking And warmups.,4 years ago
Hari Pranav,ChIJzwJEEgjnBjsR0AN97RqwiyM,Katalagar waterfalls,5,Its an beautiful and Devotional place its good for family visiting there is so many monkeys and birds are such an animals,4 months ago
SARAVANAN M,ChIJzwJEEgjnBjsR0AN97RqwiyM,Katalagar waterfalls,5,Beautiful falls must visit place 🥰,3 months ago
Abid Suhail,ChIJzwJEEgjnBjsR0AN97RqwiyM,Katalagar waterfalls,5,"Treat for adventure lovers. This water fall is tucked inside the lap of nature, in western ghats, amid Meghamalai Wildlife Sanctuary. On the downside, a lot of plastic waste is being dumped close to the waterfall which should be actively prevented by the forest authorities.",2 years ago
Bugra Alkan,ChIJzwJEEgjnBjsR0AN97RqwiyM,Katalagar waterfalls,4,"A pleasant trekking experience with stunning scenery. You must cross water, and the trail is very rough, so be sure to bring water and appropriate footwear. Additionally, monkeys may attempt to steal your backpack.",3 years ago
Vimal Kumar,ChIJzwJEEgjnBjsR0AN97RqwiyM,Katalagar waterfalls,5,"Wonderful treking experience ....and had good darshan of Azlagar in weekends...

Don't forget to take water and snacks..

Mostly you will be treated with tasty annadanam.",4 years ago
Siva Bala,ChIJ2eXb9TDWBTsRApB9tySLwcY,"Dam Boating Point, Thenmala,Kollam",5,"Awesome boating on the big green reservoir behind Thenmala Dam.

Calm water, thick forests all around (Shendurney Wildlife Sanctuary), fresh air, and nice hill views.

Feels super relaxing — no big crowds!",2 months ago
Ashwin Ashwin,ChIJ2eXb9TDWBTsRApB9tySLwcY,"Dam Boating Point, Thenmala,Kollam",5,Thenmala - Shenduruny Eco tourism offers an hour boating in the reservoir of Thenmala.  The scenic beauty of hillocks and lush evergreen forests can be seen.,8 months ago
Vinayak R Nair,ChIJ2eXb9TDWBTsRApB9tySLwcY,"Dam Boating Point, Thenmala,Kollam",4,A good spot to relax and clear your mind.,3 months ago
Yeshwanth Yeshu,ChIJ2eXb9TDWBTsRApB9tySLwcY,"Dam Boating Point, Thenmala,Kollam",4,"Visited Thenmala Boating Point and found it to be a very nice place to visit, although not ideal during the summer months due to the intense heat. Nonetheless, it's a well-maintained spot, offering enjoyable boating experiences. They charge 400 rupees for a small boat accommodating four people. I would advise against visiting during noon when the sun's rays are harsh. Overall, it serves as a convenient pit stop if you're en route to Varkala.",2 years ago
Rittu Varghese,ChIJ2eXb9TDWBTsRApB9tySLwcY,"Dam Boating Point, Thenmala,Kollam",4,"A decent place for boating. While we go water was lese. May be it will be more beautiful when more water is there. Also, better to go by evening. There are two types of boats available. The one with more sitting capacity is 2000 rs. And small kuttavanchi is 400. In that 5 people can get in. Overall a nice experience 😊",3 years ago
Ratheesh Kannan,ChIJ____vx8uBDsRdy596_hZp7Y,Kadana Nathi Dam,5,Stunning views . Very peace and calm . Must visit place .,8 months ago
Sandhu Santhakumar,ChIJ____vx8uBDsRdy596_hZp7Y,Kadana Nathi Dam,4,"I recently visited this beautiful dam while on my way to the Athiri Malai temple. The view from the dam was stunning, with vast grasslands and a backdrop of majestic mountains that made it even more attractive.

The place was quite windy, and I had to hold on to my belongings, but it added to the experience. It felt exhilarating to be there amidst such natural beauty.

There were also lots of playful monkeys, which made the visit even more enjoyable. Overall, I highly recommend stopping by this picturesque spot!",a year ago
Mani Kandan,ChIJ____vx8uBDsRdy596_hZp7Y,Kadana Nathi Dam,4,Nice ..mountain view in front of Greenland,3 months ago
Amol Mande,ChIJ____vx8uBDsRdy596_hZp7Y,Kadana Nathi Dam,4,I have been here 5 times when i went to Athri malai. The starting of climbing for Athri temple is from here. The dam is beautiful and spread in vast area. When water level is low one can see vacant area fully covered with grass which gives it a nice look.,8 years ago
Ramesh Sekar,ChIJ____vx8uBDsRdy596_hZp7Y,Kadana Nathi Dam,5,"It's a hidden gem inside Alwarkuruchi interior.. Good scenaric place and some tamil songs filmed here...

There is no shops nearly.. Need to bring food and water to spend some good with friends or family..

We are not allowed to get down or bath in Dam banks because uneven sand and potholes..  NOT SAFE

We can bath just before dam where flows like a small river.. SAFE ..",5 years ago
Rijas Galleria,ChIJYYLr_vB_BjsRgDn7xtJVMDQ,Kottavasal View Point,4,"Kottavasal View Point is a wonderful scenic spot that offers a breathtaking panoramic view from the top. From here, we can clearly see the beautiful Tenkasi area, with its greenery, hills, and vast landscapes spreading out below. The view is especially refreshing and peaceful, making it a great place to stop and enjoy nature.

One of the best advantages of this viewpoint is its easy accessibility. It is located very close to the famous 13 Arch Bridge, so visitors can conveniently cover both places in a single trip. Moreover, the viewpoint is right beside the road, which makes it perfect for travelers who want to take a short break, capture some photos",3 months ago
Solo Traveller,ChIJYYLr_vB_BjsRgDn7xtJVMDQ,Kottavasal View Point,5,"""A hidden gem offering panoramic views of lush green valleys and rolling hills. Ideal for early morning visits to witness vibrant skies and tranquil surroundings. A peaceful spot for nature enthusiasts and photographers.""",7 months ago
Akhil Raj,ChIJYYLr_vB_BjsRgDn7xtJVMDQ,Kottavasal View Point,4,"A scenic viewpoint located near the Kerala Tamil Nadu border in the Kottavasal ghat section, offering wide views of forested hills, valleys, and the winding railway line below. The area feels calm and refreshing, especially during early morning and post monsoon seasons.

Access is limited and there are no proper tourist facilities, so it is best suited for short stops and nature viewing rather than long visits. The viewpoint is more popular among railway and nature enthusiasts than regular tourists.

Pros
Beautiful valley and hill views. Peaceful and less crowded. Great for nature lovers.

Cons
No proper facilities. Limited road access. Not well developed as a tourist spot.",2 months ago
Muhassin Ps,ChIJYYLr_vB_BjsRgDn7xtJVMDQ,Kottavasal View Point,5,Mind relaxing view point ever. Do stop there and feel some freshness,5 months ago
Nithin Sasikumar,ChIJYYLr_vB_BjsRgDn7xtJVMDQ,Kottavasal View Point,5,"View is good... There is a tea shop also nearby.
Parking will be difficult, as it is in a turning and can hav epnly 3 cars ata atime...",11 months ago
Xavier Augustine,ChIJ8cPCGwr1BjsR4eqs0jIFZmY,Ranni Forest Division,5,"To witness the wildlife and to get a breather from the busy city life, this is the best place. The ride through this forest makes our day. Such an amazing experience. Cool breeze and breathtaking scenaries. Dams and reservoirs adds to its beauty. A must visit for a nature lover. Roads are now repaired and and even small cars can comfortably travel through. There are still some parts where road is damaged but not that much to hamper an enjoyable ride.",4 years ago
Amjad V K,ChIJ8cPCGwr1BjsR4eqs0jIFZmY,Ranni Forest Division,4,"Best place for wildlife. good surroundings However, the available transportation is constrained. KSRTC only offers two services every day.",3 years ago
Sai Pranav,ChIJ8cPCGwr1BjsR4eqs0jIFZmY,Ranni Forest Division,5,"A quiet and peaceful place amidst the dense forest. It has quite a number of beautiful spots to get amazed and also getting to those places in such a bliss because there is only one road that goes all the way from starting to the end of the forest and in between is this place and the road is quite narrow but still a beautiful drive along the way. But mind you this forest does contain some groups elephants and if you are lucky you can spot them on your way since this is also a part of the Periyar national park. Once you enter the forest at the beginning, you will not get any kind of signal on your phone BSNL users might get some signal at very few places and that's how you can tell this place is quite remote and that's the speciality. It's very green and fresh everywhere. The roads at almost most places are not that's nice, very bumpy and at some places there are almost no road at all, just gravel, sand and rocks with all kinds of slushy mud so make sure your car is capable of going through all of it.
But nevertheless, it'll be a daring and beautiful thrilling experience.",7 years ago
Sudhir Kumar,ChIJ8cPCGwr1BjsR4eqs0jIFZmY,Ranni Forest Division,2,"Shabarimala visit in 2018 after August will be a different experience for ever. After the August floods, the entire place has become very unstable. Pampa River water has disappeared weeks after the heavy rains. The phenomenon which is so overwhelming to see and feel. The silt from the upriver has landed right at the pampa base camp area where thousands of Ayyappa devotees used to take holy dip before climbing the Shabarimala mountain. The inefficiency of the kerala govt and the Devosvam board is clearly seen at the site. Even after a month of flood , except for few Earthmovers removing the silt from the river bed, no other cleaning and development work has commended. Except for asking for donations and sympathy from the rest of the world, no concrete action has been initiated at the ground. So support or helplines for the pilgrims, no proper arrangements of water and sanitation near pampa. It's heartbreaking to see the surrounding place being devastated by floods caused by human  mistakes. Only time will tell what we learn from our mistakes and how we safeguard this mother earth.",7 years ago
Padmaraj Lekshminarayanan,ChIJ8cPCGwr1BjsR4eqs0jIFZmY,Ranni Forest Division,5,"Very beautiful forest area. Water, mountains, clouds all are worth watching",a year ago
R Visveswaran,ChIJ_9tz5U4qBDsRge10f2JIiNM,Boat House - Courtallam குற்றாலம் படகு குழாம்,1,Very pathetic maintenance.   The TN Govt can develop this beautiful place so well .   Atleast clear the garbage / litter .,a month ago
Goutham Dan,ChIJ_9tz5U4qBDsRge10f2JIiNM,Boat House - Courtallam குற்றாலம் படகு குழாம்,4,A lengthy pond with pedal and row boats. Nice place with view of the mountain. Nothing near to the size of a lake. A spot to spend time while returning from the five falls. Scenic in the evening time with peacock (yes peacock!) flying across the Lake to reach the other side.,8 years ago
Prakash RAJ,ChIJ_9tz5U4qBDsRge10f2JIiNM,Boat House - Courtallam குற்றாலம் படகு குழாம்,5,"The journey through the backwater was serene .small boat house only.
It good and affordable for middle class people too.
Got a good experience...",7 years ago
Aravind Kumar,ChIJ_9tz5U4qBDsRge10f2JIiNM,Boat House - Courtallam குற்றாலம் படகு குழாம்,4,Very nice place for mind relaxing and it worth of it and a dam is nearby the boat house and it locked if they open the dam entrance that was better and the time I visit the climate was Vera level and we enjoy the courtallam was super don't miss it,3 years ago
V's,ChIJ_9tz5U4qBDsRge10f2JIiNM,Boat House - Courtallam குற்றாலம் படகு குழாம்,4,"Big pond with row and pedal boats with 2 and 4 seater option. Overall maintained neatly . Go with 4 seater pedal boat as you will enjoy with family and friends.

RATE: 150 FOR 4 SEATER PEDAL

RECOMMENDED to go after evening 4.30 as you will enjoy the ambience and the climate during the season time.

Overall a good place to relax with family",3 years ago
Kayalvizhi G,ChIJD78c1f55TToRGLpH8xxbK4A,Exoticamp,5,"We went on a 5-day girls’ trip to Rajasthan, and we enjoyed it a lot — loads and loads of fun and so many beautiful memories! The itinerary was very well planned, covering Jodhpur, Jaipur, and Jaisalmer. Everything felt very convenient  booking and coordination were so easy, and the trip brought back so many wonderful memories. Overall, this trip was a perfect blend of adventure and comfort.
Special mention to Bhagawan bro — he was amazing and guided us throughout. He took care of everything, was very friendly, and managed time so well, which made the trip really easy for us. He also ensured we got the full five days of sightseeing until each of us was dropped off.
Thanks to Exoticamp for such a wonderful experience!",a month ago
Rajalakshmi Ramakrishnan,ChIJD78c1f55TToRGLpH8xxbK4A,Exoticamp,5,"Had a wonderful trekking experience with Exoticamp! The team was extremely supportive, patient, and took the time to explain every detail clearly, which made the whole journey smooth and enjoyable. Their professionalism, safety measures, and positive energy really stood out. Highly recommend them to anyone looking for a well-organized and memorable outdoor adventure!",2 months ago
HS,ChIJD78c1f55TToRGLpH8xxbK4A,Exoticamp,4,"This 5 days Rajasthan trip was the best decision I made, even though I was very skeptical. The itinerary is very well planned, jodhpur itinerary could be better though. The time I spent on planning or preparing for the trip was literally nil. So very convenient for busy/lazy people 😊Booking, co-ordination was so easy. Had loads of fun and brought back so many memories. Our tour guide - Srinath was very good at time management, so we could cover full itinerary and even extra attraction, when the group wanted. He took care of everything so well - very friendly.. Our group members were very nice as well. Definitely recommend exoticamp!",4 months ago
Bharathi k,ChIJD78c1f55TToRGLpH8xxbK4A,Exoticamp,5,"This was my first camping experience with Exoticamp, and it turned out to be an absolutely amazing one! We loved every single moment of it. Initially, I was quite worried since I was traveling with my 3-year-old kid — I wasn’t sure if I had made the right decision. But from the moment we arrived, all my doubts disappeared.
We came to know that we were the only family booked for this trip, which meant we had the entire place to ourselves — right in the middle of the beautiful mangrove forest! Even though we were the only guests, the Exoticamp team never compromised on their service. In fact, they went above and beyond to make sure we were comfortable and had everything we needed.
The place was super clean, well-maintained, and beautifully set up. The hosts made sure we were comfortable at all times, provided food on time, and even took care of my baby’s needs with so much care and attention.
One of the highlights of our trip was the kayaking session — it was simply awesome! Paddling through the calm mangrove waterways surrounded by nature was such a peaceful and thrilling experience.
Thank you, Exoticamp, for such a wonderful experience — we can’t wait to camp with you again!",5 months ago
Nandhini Venkatesan,ChIJD78c1f55TToRGLpH8xxbK4A,Exoticamp,5,"I went on aliyar canal - all women trek. It was exhilarating and fun. Got to meet new folks, bathed in nature. Returned with sever leg cramps, gallery full of images, new friends and a beautiful set of memories to cherish. Thanks to exotic camp for organising this. A special thanks to Bala who was our host, he was funny and engaging everyone throughout the trip.",2 months ago
Richard,ChIJT0cJOkIvBDsRp3Dc1hZZjns,Ramanadhi Dam,5,"Waters are clean, Dam is beautifully built right below western ghats. Go there and you take enjoy some scenic views. You can also take your car inside. Take bath in the natural waters",4 months ago
Sanju J Suresh,ChIJT0cJOkIvBDsRp3Dc1hZZjns,Ramanadhi Dam,5,"Through bike you can reach the top of dam. You can bath there. Safe place for everyone. If come by other than bike, park the vehicle at the extreme end of dam and can walk to the top of dam.",6 months ago
Nagalakshmi R,ChIJT0cJOkIvBDsRp3Dc1hZZjns,Ramanadhi Dam,5,Excellent place to take bath and enjoy with family.Very clean and cold water.only catch is water will be there only when they open the shutters in dam.During and after rain water will be there.,4 months ago
sathiya selvam T,ChIJT0cJOkIvBDsRp3Dc1hZZjns,Ramanadhi Dam,5,"Beauty of Nature..""Pleasant place we can enjoy and spend time with my  family"". One of the Best Nature & peaceful place in Tenkasi District. If you are going to family trip with less crowd & Bath , best location in this area.  It looks like a small river along with Nature. Carry the food and eat well in this place . Your family member comfort with whole day. If you are choosing 1 day plan , that is suitable for this Ramnadhi Dam 😇😇...",5 months ago
Syed Sha Hussain,ChIJT0cJOkIvBDsRp3Dc1hZZjns,Ramanadhi Dam,5,"A small, beautiful dam surrounded by greenery, offering stunning sunrise views and a calm atmosphere. Ideal for nature walks and photography..",9 months ago
Abe Alex,ChIJLXq4koaBBjsRPotpsyTXmss,Shenkottai Bus Stand,3,Nothing much exciting...the team shop vendor there was helpful for knowing the bus timings. The auto charge from railway station to the bus stand was ₹ 100...seemed a little bit unworthy.,2 months ago
Christian Brother,ChIJLXq4koaBBjsRPotpsyTXmss,Shenkottai Bus Stand,1,"If there a 0 star rating, then I will sure put zero star for toilet, not even cleaned after its build... Full of waste there... How can someone go to toilet, especially women, and pregnant women, and old peoples... And taking 10 rupees for just urine... Atleast do 1 rs work for toilet, then collect 10 rs... Bus stand is okay, because not a smartcity",5 months ago
Pooja.R,ChIJLXq4koaBBjsRPotpsyTXmss,Shenkottai Bus Stand,3,"Small bus stand. Not much shops. Bus information board can be added, need toilet facility.",4 months ago
sel vam,ChIJLXq4koaBBjsRPotpsyTXmss,Shenkottai Bus Stand,5,"It is the gate way to kerala.
Many kerala buses, and tnstc buses
Travelling taminadu and kerala.
There is a lodge near the bus stand.
Hotels are there near the bus stand.
Iike to go there",4 months ago
Karthick Sudarsan,ChIJLXq4koaBBjsRPotpsyTXmss,Shenkottai Bus Stand,4,"Small bus stand in the town. As being one of the state borders, almost 10 to 12 setc buses to chennai are running daily. Besides that, buses to Nearby Tenkasi, Rajapalayam are available throughout day and night. Huge number of Buses to punalur are available in the day time. Buses to Madurai are also available throughout day and night. Few buses are available to areas like Tirunelveli, kovilpatti in the day time. Has a toilet facility. Averagely maintained.",9 months ago
Shuaib Sherafudheen,ChIJJ329cx82BDsRg4-Ca4VCsmE,Paana Theertham water Falls,5,"Get a towel, extra clothes and a lot of excitement if youre into waterfalling off the rock and on to you. Its family friendly that includes the kids. They have separated the men to the left side and women to the right which is fantastic!
They even have a swimming pool right next to it incase you wanna take a dip.... unfortunately I did not get the time to check their washrooms out so dont know much about that. The photos you see is the crowd of a public holiday, totally envy the folks living right next to this pvt nature's beauty.",3 months ago
Aravind Ranganathan,ChIJJ329cx82BDsRg4-Ca4VCsmE,Paana Theertham water Falls,5,"Jeep ride from Manimuthar range office. Costs 500 per adult and 250 for kids.. Jeep ride is 12 km one way and goes off road after Sorimuthu Ayyanar temple. Overall good experience, there isnt much wildlife to spot.. Drive around Karaiyar dam was scenic and the waterfalls was viewable from little far.. Boat ride or bathing in waterfalls is not allowed. Restrooms are very clean in the range office, there are refreshments available to buy till 4PM.",2 years ago
Tamil Trek Travel,ChIJJ329cx82BDsRg4-Ca4VCsmE,Paana Theertham water Falls,5,"origin of #Thamirabarani river now a days  not allowed to go near #paanatheetham water falls , but i got a chance to go ad take a bath in that #waterfall twis☺ (not now long back) its very beautiful place no words to explain the beauty of nature, if u got chance not miss it ( boat trip)Must see  place in #tamilnadu.",6 years ago
Vijayakumar Periyasamy,ChIJJ329cx82BDsRg4-Ca4VCsmE,Paana Theertham water Falls,5,Amazing and beautiful place. Visited 10 years back. Not sure if this is still the same. Must visit place if you get a chance to visit Thirunelveli.,2 years ago
thrilokbabu darisa,ChIJJ329cx82BDsRg4-Ca4VCsmE,Paana Theertham water Falls,5,"Papanasam's Paana Theertham Waterfalls, located in the Kalakad-Mundanthurai Tiger Reserve (KMTR), is a majestic waterfall cascading from the Western Ghats. Surrounded by dense forests and pristine nature, it is a hidden gem offering breathtaking views. The falls hold spiritual significance and are considered sacred by locals. However, access to the falls is restricted, and visitors can only visit with prior permission from the forest department. This ensures the preservation of its natural beauty and ecosystem.",a year ago
Anton Antony,ChIJ2TouncYpBDsRX7hAWeaci8A,"St. Michael's Shrine, Tenkasi",4,"Visiting here once in a year whenever i come to kuttralam, Such a wonderful church it is, to communicate ourself with the almighty. Thinking to visit here twice a year if my prayer request gets approved by the almighty..",4 months ago
SYLVIA ANITA,ChIJ2TouncYpBDsRX7hAWeaci8A,"St. Michael's Shrine, Tenkasi",5,We were very much happy and excited for visiting the Shrine first time.,3 months ago
Muthukrishnan Shenbagam,ChIJ2TouncYpBDsRX7hAWeaci8A,"St. Michael's Shrine, Tenkasi",5,An oldest and famous church in Tenkasi. Located near main vegetable market.,2 years ago
Jesu Kumar,ChIJ2TouncYpBDsRX7hAWeaci8A,"St. Michael's Shrine, Tenkasi",5,Wonderful place for Worship...Lot of renovation done.,10 months ago
shyam anton,ChIJ2TouncYpBDsRX7hAWeaci8A,"St. Michael's Shrine, Tenkasi",5,"Historic Arc angel St.Michaels church, spiritual, miracles, feeling positive..",a year ago
Derrick F,ChIJwW9191LmBjsRkZD5R5tjbhc,Rakachi Amman kovil Water Falls,5,An awesome waterfall in Rajapalayam. Me and my friends came from Thoothukudi and this falls was amazing. If we trek further up we can find tiny branch falls which are more private than the first one. A must visit place if you come to Rajapalayam. The scenaries are beautiful. But there won't be water throughout the year. Best time is to visit during monsoon. A paradise for mountain lovers!,3 years ago
KARTHICK BASKARAN,ChIJwW9191LmBjsRkZD5R5tjbhc,Rakachi Amman kovil Water Falls,5,"It was popularly known as Rakachi Amman kovil and Water falls ⛰️. It was almost 18 to 20 kms from Rajapalayam old Bus stand.

Route and transport 🛣️:- Wherever you're in Virudhunagar district try to Train or bus available to Old Rajapalayam bustand . Rental car and auto service available for temple.. [ No government bus available at this route ].

Entry Charges for 💸(Rakachi Amman kovil. And water falls)
1.🚹Adult per person ₹10
2.🏍️Two wheeler ₹10
3.🚕Auto ₹30
4.🚘Car ₹50
5.🚍Bus ₹100

In temple change&darshan:
1.Free darshan

Opening timings 🚧:-
1. Temple 9.00am to 2.00pm
2. Water falls 9.00am to 3.00pm

Hotel🏨 availablity :- No.
Parking 🅿 Facility :- Yes.

❗❗🐒Lot of monkeys available.",a year ago
Vinoth Sk,ChIJwW9191LmBjsRkZD5R5tjbhc,Rakachi Amman kovil Water Falls,5,"“Had a great cup of coffee here ☕ The taste was excellent, and the place has a really nice vibe. Perfect spot to relax. Highly recommended!”",3 months ago
Vijay R,ChIJwW9191LmBjsRkZD5R5tjbhc,Rakachi Amman kovil Water Falls,5,"Best for bathing. No entry fees ... Also adventure, Trucking..  15 km from Srivilliputtur",2 years ago
Pradeep B A,ChIJwW9191LmBjsRkZD5R5tjbhc,Rakachi Amman kovil Water Falls,4,Amazing.. this is mountain with sky on 24hrs... That path narrow like secret to fall river of small other area. There are below of pictures,7 years ago
Aby Mathew Rajan,ChIJ308m0RKDBjsRZ0cQTKNjysU,Sunflower Garden,5,"Nice destination for taking selfies and photos. Acres of sunflower garden are there.
Season time is June to August. Best time to visit is 7 to 10am and 3 to 5 pm.",7 months ago
Aneesh Antony,ChIJ308m0RKDBjsRZ0cQTKNjysU,Sunflower Garden,4,"𝙎𝙪𝙣𝙛𝙡𝙤𝙬𝙚𝙧 𝙂𝙖𝙧𝙙𝙚𝙣 – 𝙎𝙪𝙣𝙙𝙖𝙧𝙖𝙥𝙖𝙣𝙙𝙞𝙖𝙥𝙪𝙧𝙖𝙢, 𝙏𝙝𝙚𝙣𝙠𝙖𝙨𝙞 🌻

𝙏𝙝𝙞𝙨 𝙥𝙡𝙖𝙘𝙚 𝙛𝙚𝙡𝙩 𝙡𝙞𝙠𝙚 𝙨𝙩𝙚𝙥𝙥𝙞𝙣𝙜 𝙞𝙣𝙩𝙤 𝙖 𝙥𝙖𝙞𝙣𝙩𝙞𝙣𝙜—𝙧𝙤𝙬𝙨 𝙤𝙛 𝙜𝙤𝙡𝙙𝙚𝙣 𝙨𝙪𝙣𝙛𝙡𝙤𝙬𝙚𝙧𝙨 𝙨𝙩𝙧𝙚𝙩𝙘𝙝𝙞𝙣𝙜 𝙞𝙣𝙩𝙤 𝙩𝙝𝙚 𝙝𝙞𝙡𝙡 𝙝𝙤𝙧𝙞𝙯𝙤𝙣. The fields glow brightest in July–September, especially at sunrise 🌅 or golden evening light 🌄. Local farmers welcome visitors with a small entry fee (₹20–₹50), and the whole vibe is rural, simple, and cinematic.

📍 Near Thenkasi – famous filming spot (movies like Roja & Anniyan) 🎬
💡 Best time: early morning or 4:30–6:30 PM for photos
🚶 Walk gently—respect the fields, they are farmer’s pride

𝙏𝙧𝙪𝙡𝙮 𝙖 𝙜𝙤𝙡𝙙𝙚𝙣 𝙢𝙚𝙢𝙤𝙧𝙮 𝙞𝙣 𝙣𝙖𝙩𝙪𝙧𝙚’𝙨 𝙘𝙖𝙡𝙚𝙣𝙙𝙖𝙧 🌻✨.",8 months ago
Sanoop Suresh,ChIJ308m0RKDBjsRZ0cQTKNjysU,Sunflower Garden,5,"Sunflower Garden in Sundarapandiapuram is a beautiful place to visit. The fields full of bright yellow sunflowers look stunning, especially in the morning or evening light. It’s very peaceful, perfect for photos and enjoying nature. A must-visit spot if you love scenic views.",7 months ago
Anantha krishnan s s,ChIJ308m0RKDBjsRZ0cQTKNjysU,Sunflower Garden,5,"Beautiful sunflower garden
Entery fee : 20rs",7 months ago
Akhil Thomas,ChIJ308m0RKDBjsRZ0cQTKNjysU,Sunflower Garden,3,"Just Rs 20 to enter the sunflower field. More than I like is nearby coconut field, relaxing inside coconut field was peaceful, even if we pay RS 100 for a short nap is worth it.",8 months ago
Ashwin Ashwin,ChIJ6595L7OPBjsRpsrMEvpp2oM,Munthal Falls,3,"This  waterfall is located in Punnaiyapuram area from Tenkasi to Kadayanallur and before Puliyangudi. It will be an experience like traveling towards the mountains all the way. You can see green fields on both sides. As it is a forest area, guardian deities are also located there.",6 months ago
Jamal Jaffer,ChIJ6595L7OPBjsRpsrMEvpp2oM,Munthal Falls,3,good place....but not clean,2 years ago
Santhoshkumar,ChIJ6595L7OPBjsRpsrMEvpp2oM,Munthal Falls,5,Enjoy the falls in only season time in your family and kids.Karpaga Nachiyar Amman temple is located in near the falls.,a year ago
SHAKTI ACHARYA,ChIJ6595L7OPBjsRpsrMEvpp2oM,Munthal Falls,5,"An hill top temple surrounded by dense jungle, around 5km off puliyangidi on the Thenkashi road. Amazingly peaceful place.",3 years ago
Chennaivaasi,ChIJ6595L7OPBjsRpsrMEvpp2oM,Munthal Falls,5,Very good falls in season time. Reach as early as possible to avoid crowd.,2 years ago
Sivashankar R,ChIJYfpHd9CBBjsR0OVER0vPDzQ,Muthusamy Park,4,The park is so good and recreated. The DMK govt had brought parks around all cities and rural areas. It's a good thing to note. Fee years back. This was the worst park I ever seen. But now it's so good.,3 months ago
J Johnson,ChIJYfpHd9CBBjsR0OVER0vPDzQ,Muthusamy Park,5,Awesome nature place good neat and clean. walking running playing,3 months ago
Raja Rs,ChIJYfpHd9CBBjsR0OVER0vPDzQ,Muthusamy Park,5,"This park was inaugurated by C.P. Ramaswamy Iyer, the Dewan of Travancore, inaugurated it on 15 March 1946, a year before independence.",a year ago
VIJAY M,ChIJYfpHd9CBBjsR0OVER0vPDzQ,Muthusamy Park,4,"Peaceful...Lot of tree's
Oldest park ...
Rest room available",5 years ago
Rengaraj Rengasamy,ChIJYfpHd9CBBjsR0OVER0vPDzQ,Muthusamy Park,5,Very good for children,3 months ago
Deepika deeps,ChIJ9dVwpNXlBjsRYDGYo7XkJsE,Ayyanar Kovil Waterfalls,5,The best place to visit in Rajapalayam is this temple. It is situated in a beautiful and peaceful environment. You can see many monkeys and their playful antics here. It is a favorite spot for family outings and enjoyment.,2 months ago
Rajavel R,ChIJ9dVwpNXlBjsRYDGYo7XkJsE,Ayyanar Kovil Waterfalls,4,Located near Rajapalayam deep inside and near to western ghats. When it rains the river in front of the temple usually have so much of water and people usually go for picnic there. The temple is very old and a historical place.,3 months ago
Hari Pranav,ChIJ9dVwpNXlBjsRYDGYo7XkJsE,Ayyanar Kovil Waterfalls,5,"It's pure nature . Visit Solo or with friends , sometimes family too but not recommendable . Ask local before visit for water condition. Don't go on weekends. Take atleast hafe day to spend here . Go along with food and water . Enjoy.
A hidden gem in the western ghats! You need to obtain permission and go for a 2hr long trek to reach the falls. There is a small waterfall near the temple which is easily accessible and suitable for family. But the original falls is inside the forest. Hike only in the noon as this is a territory of wild elephants. You could see it's dung every 10 steps. Safe way is to have a local guide from forest office.",4 months ago
