node,degree_centrality,betweenness_centrality,closeness_centrality,eigenvector_centrality,katz_centrality,pagerank,hits_hub,hits_authority,label,node_type,average_rank
place::ChIJK0NZsjHWBTsRmQc2zfFZbdw,0.4528301886792453,0.0,0.5196236165959729,0.0,0.11150127288603137,0.008983179232445994,0.013613148822546214,0.013613148822546207,Thenmala Reservoir Boating Point,place,33.375
place::ChIJJ329cx82BDsRg4-Ca4VCsmE,0.4528301886792453,0.00029854310962502983,0.5196236165959729,0.0,0.11069757183055112,0.008847878918879948,0.01353269843934618,0.013532698439346178,Paana Theertham water Falls,place,33.75
place::ChIJW6hgB1-DBjsRtONaTppN-qM,0.4591194968553459,0.01321550831940132,0.5216454983726109,0.0,0.10637978657265001,0.008847792602932099,0.013203291882306687,0.013203291882306685,achanputhurseemai,place,34.0
place::ChIJ308m0RKDBjsRZ0cQTKNjysU,0.4591194968553459,0.0027864023565002784,0.5585953878406709,0.0,0.10499118762057517,0.009015650501791976,0.013181052619423522,0.01318105261942352,Sunflower Garden,place,34.875
place::ChIJ_TQF9R4VBDsRrCuTbflWOow,0.4591194968553459,0.0,0.5319956074673057,0.0,0.1068506851136251,0.00937605469673065,0.013348528183719123,0.01334852818371912,Cheranmahadevi thamirabarani river bathing point,place,36.75
place::ChIJ4_X9FJh9BjsR_17bRtA6rsQ,0.4528301886792453,0.0,0.525736835614749,0.0,0.10853935141399916,0.008931533456053934,0.013383977146224307,0.013383977146224304,Kumbhavurutty Falls,place,37.625
place::ChIJw7X27VwpBDsREcsa7LVsoOo,0.44654088050314467,0.0,0.5176173478060271,0.0,0.11092351447390877,0.008721412723861755,0.013500148270848259,0.013500148270848255,Palaya Kutraalam,place,38.75
place::ChIJMQJVGvJDBDsRlDNht-TnmEc,0.4528301886792453,0.00029854310962502983,0.5196236165959729,0.0,0.10802757468472465,0.008706941789965793,0.013290940555279013,0.013290940555279011,Thenga urili falls,place,40.25
place::ChIJ6595L7OPBjsRpsrMEvpp2oM,0.4528301886792453,0.0007563092110500756,0.5196236165959729,0.0,0.10779951803309724,0.008692402464121271,0.013268540575151092,0.013268540575151094,Munthal Falls,place,40.625
place::ChIJzToWHj8pBDsRNvVdi62xu1g,0.44654088050314467,0.0,0.5176173478060271,0.0,0.10987442698703268,0.008665975335405935,0.01340238918137339,0.013402389181373384,"Anniyan parai lake, puliyur",place,41.25
place::ChIJWf8oCTHWBTsRPiZtpzQjC0Q,0.4528301886792453,0.0,0.5196236165959729,0.0,0.10788864608345126,0.008794670181807367,0.01328761628497686,0.01328761628497686,Pallamvetty Saddle Dam,place,41.75
place::ChIJ9dVwpNXlBjsRYDGYo7XkJsE,0.44654088050314467,0.0,0.5176173478060271,0.0,0.10986534232634146,0.008659767296061972,0.013398886885520446,0.013398886885520446,Ayyanar Kovil Waterfalls,place,41.75
place::ChIJEcufPSnWBTsRxy-_bLmZmH8,0.4591194968553459,0.011171577937758973,0.5298928580306759,0.0,0.09861407714587249,0.00877225715949953,0.012537418269580224,0.01253741826958022,Leisure Zone and Sculpture Garden,place,42.375
place::ChIJK_vW_PgqBDsRl61YBJHIHuY,0.4528301886792453,0.0,0.525736835614749,0.0,0.10711577587119239,0.008735842627679886,0.01322870255613297,0.01322870255613296,Courtallam Five Falls,place,42.625
